ts=2026-09-25T07:13:53.290Z level=INFO event=start version=0.2.0 git_commit=3600844218a5a90ebe7f3fd4dd482e3ef1dfb772 argv="data/cut.mp4 --output-dir results/reference"
ts=2026-09-25T07:14:03.976Z level=INFO event=block block=40 samples=390-399 video_t_s=39.90 wall_ms=148.13 ms_per_frame=14.81 inf_per_s=67.51 speed=6.75 decode_ms=2.48 preprocess_ms=35.26 fingerprint_ms=5.36 inference_ms=104.36 write_ms=0.38 other_ms=0.29 yolo_preprocess_ms=10.67 yolo_inference_ms=78.64 yolo_postprocess_ms=8.02 cpu_cores=1.81 gpu_mem_mb=50.25 elapsed_s=6.04
ts=2026-09-25T07:14:04.120Z level=INFO event=block block=41 samples=400-409 video_t_s=40.90 wall_ms=144.20 ms_per_frame=14.42 inf_per_s=69.35 speed=6.93 decode_ms=2.23 preprocess_ms=31.87 fingerprint_ms=5.24 inference_ms=104.13 write_ms=0.44 other_ms=0.28 yolo_preprocess_ms=9.89 yolo_inference_ms=78.98 yolo_postprocess_ms=7.88 cpu_cores=1.83 gpu_mem_mb=50.25 elapsed_s=6.18
ts=2026-09-25T07:14:04.267Z level=INFO event=block block=42 samples=410-419 video_t_s=41.90 wall_ms=146.67 ms_per_frame=14.67 inf_per_s=68.18 speed=6.82 decode_ms=2.75 preprocess_ms=32.73 fingerprint_ms=5.05 inference_ms=105.46 write_ms=0.40 other_ms=0.28 yolo_preprocess_ms=10.17 yolo_inference_ms=80.58 yolo_postprocess_ms=7.77 cpu_cores=1.86 gpu_mem_mb=50.25 elapsed_s=6.33
ts=2026-09-25T07:14:04.413Z level=INFO event=block block=43 samples=420-429 video_t_s=42.90 wall_ms=146.37 ms_per_frame=14.64 inf_per_s=68.32 speed=6.83 decode_ms=2.15 preprocess_ms=34.40 fingerprint_ms=5.06 inference_ms=104.02 write_ms=0.46 other_ms=0.28 yolo_preprocess_ms=10.02 yolo_inference_ms=78.72 yolo_postprocess_ms=7.98 cpu_cores=1.86 gpu_mem_mb=50.25 elapsed_s=6.48
ts=2026-09-25T07:14:04.560Z level=INFO event=block block=44 samples=430-439 video_t_s=43.90 wall_ms=147.17 ms_per_frame=14.72 inf_per_s=67.95 speed=6.79 decode_ms=2.38 preprocess_ms=33.67 fingerprint_ms=5.17 inference_ms=105.03 write_ms=0.66 other_ms=0.25 yolo_preprocess_ms=10.10 yolo_inference_ms=79.44 yolo_postprocess_ms=8.13 cpu_cores=1.75 gpu_mem_mb=50.25 elapsed_s=6.62
ts=2026-09-25T07:14:04.712Z level=INFO event=block block=45 samples=440-449 video_t_s=44.90 wall_ms=151.61 ms_per_frame=15.16 inf_per_s=65.96 speed=6.60 decode_ms=2.57 preprocess_ms=36.78 fingerprint_ms=6.24 inference_ms=104.90 write_ms=0.84 other_ms=0.28 yolo_preprocess_ms=11.13 yolo_inference_ms=77.73 yolo_postprocess_ms=8.14 cpu_cores=1.79 gpu_mem_mb=50.25 elapsed_s=6.77
ts=2026-09-25T07:14:04.868Z level=INFO event=block block=46 samples=450-459 video_t_s=45.90 wall_ms=155.80 ms_per_frame=15.58 inf_per_s=64.19 speed=6.42 decode_ms=2.68 preprocess_ms=39.69 fingerprint_ms=6.02 inference_ms=106.30 write_ms=0.84 other_ms=0.27 yolo_preprocess_ms=11.00 yolo_inference_ms=79.35 yolo_postprocess_ms=8.10 cpu_cores=1.77 gpu_mem_mb=50.25 elapsed_s=6.93
ts=2026-09-25T07:14:05.021Z level=INFO event=block block=47 samples=460-469 video_t_s=46.90 wall_ms=153.30 ms_per_frame=15.33 inf_per_s=65.23 speed=6.52 decode_ms=2.58 preprocess_ms=38.68 fingerprint_ms=5.12 inference_ms=105.77 write_ms=0.87 other_ms=0.28 yolo_preprocess_ms=10.30 yolo_inference_ms=79.83 yolo_postprocess_ms=8.10 cpu_cores=1.77 gpu_mem_mb=50.25 elapsed_s=7.08
ts=2026-09-25T07:14:05.173Z level=INFO event=block block=48 samples=470-479 video_t_s=47.90 wall_ms=151.79 ms_per_frame=15.18 inf_per_s=65.88 speed=6.59 decode_ms=2.42 preprocess_ms=35.72 fingerprint_ms=4.91 inference_ms=107.54 write_ms=0.95 other_ms=0.25 yolo_preprocess_ms=10.13 yolo_inference_ms=81.63 yolo_postprocess_ms=8.22 cpu_cores=1.76 gpu_mem_mb=50.25 elapsed_s=7.24
ts=2026-09-25T07:14:05.331Z level=INFO event=block block=49 samples=480-489 video_t_s=48.90 wall_ms=158.33 ms_per_frame=15.83 inf_per_s=63.16 speed=6.32 decode_ms=2.55 preprocess_ms=41.11 fingerprint_ms=5.57 inference_ms=107.92 write_ms=0.88 other_ms=0.31 yolo_preprocess_ms=10.31 yolo_inference_ms=81.68 yolo_postprocess_ms=8.03 cpu_cores=1.80 gpu_mem_mb=50.25 elapsed_s=7.39
ts=2026-09-25T07:14:05.495Z level=INFO event=block block=50 samples=490-499 video_t_s=49.90 wall_ms=163.51 ms_per_frame=16.35 inf_per_s=61.16 speed=6.12 decode_ms=2.69 preprocess_ms=47.62 fingerprint_ms=6.14 inference_ms=105.93 write_ms=0.83 other_ms=0.29 yolo_preprocess_ms=11.14 yolo_inference_ms=79.10 yolo_postprocess_ms=7.96 cpu_cores=1.79 gpu_mem_mb=50.25 elapsed_s=7.56
ts=2026-09-25T07:14:05.647Z level=INFO event=block block=51 samples=500-509 video_t_s=50.90 wall_ms=151.79 ms_per_frame=15.18 inf_per_s=65.88 speed=6.59 decode_ms=2.42 preprocess_ms=37.05 fingerprint_ms=4.99 inference_ms=106.27 write_ms=0.78 other_ms=0.27 yolo_preprocess_ms=9.89 yolo_inference_ms=81.10 yolo_postprocess_ms=7.94 cpu_cores=1.79 gpu_mem_mb=50.25 elapsed_s=7.71
ts=2026-09-25T07:14:05.797Z level=INFO event=block block=52 samples=510-519 video_t_s=51.90 wall_ms=150.09 ms_per_frame=15.01 inf_per_s=66.63 speed=6.66 decode_ms=2.39 preprocess_ms=34.05 fingerprint_ms=5.30 inference_ms=107.38 write_ms=0.72 other_ms=0.24 yolo_preprocess_ms=10.45 yolo_inference_ms=81.28 yolo_postprocess_ms=8.00 cpu_cores=1.82 gpu_mem_mb=50.25 elapsed_s=7.86
ts=2026-09-25T07:14:05.949Z level=INFO event=block block=53 samples=520-529 video_t_s=52.90 wall_ms=152.50 ms_per_frame=15.25 inf_per_s=65.57 speed=6.56 decode_ms=2.30 preprocess_ms=36.12 fingerprint_ms=5.33 inference_ms=107.75 write_ms=0.73 other_ms=0.27 yolo_preprocess_ms=10.33 yolo_inference_ms=81.46 yolo_postprocess_ms=8.29 cpu_cores=1.82 gpu_mem_mb=50.25 elapsed_s=8.01
ts=2026-09-25T07:14:06.098Z level=INFO event=block block=54 samples=530-539 video_t_s=53.90 wall_ms=149.27 ms_per_frame=14.93 inf_per_s=66.99 speed=6.70 decode_ms=2.39 preprocess_ms=34.56 fingerprint_ms=5.45 inference_ms=105.93 write_ms=0.69 other_ms=0.25 yolo_preprocess_ms=10.25 yolo_inference_ms=80.11 yolo_postprocess_ms=8.06 cpu_cores=1.87 gpu_mem_mb=50.25 elapsed_s=8.16
ts=2026-09-25T07:14:06.248Z level=INFO event=block block=55 samples=540-549 video_t_s=54.90 wall_ms=149.84 ms_per_frame=14.98 inf_per_s=66.74 speed=6.67 decode_ms=2.24 preprocess_ms=35.63 fingerprint_ms=4.89 inference_ms=106.16 write_ms=0.69 other_ms=0.24 yolo_preprocess_ms=10.00 yolo_inference_ms=80.76 yolo_postprocess_ms=8.05 cpu_cores=1.81 gpu_mem_mb=50.25 elapsed_s=8.31
